Product,Country,MonthStart,Year,Month,Quarter,Amount_lag_1,Amount_lag_2,Amount_lag_3,Amount_roll3,Boxes_Shipped_lag_1,Boxes_Shipped_lag_2,Boxes_Shipped_lag_3,Boxes_Shipped_roll3,Amount,Boxes_Shipped
Fruit & Nut Bars,New Zealand,2025-03-01,2025,3,1,4771.703670000003,4704.227420000004,9693.37,6389.767030000003,99.725,114.826,4.0,72.85033333333332,5217.656620000001,107.189
Fruit & Nut Bars,UK,2025-03-01,2025,3,1,4775.973889999982,1533.8156700000009,0.0,2103.263186666661,63.593,105.788,0.0,56.46033333333333,3386.0431200000003,81.655
Fruit & Nut Bars,USA,2025-03-01,2025,3,1,4219.429720000001,4188.781050000005,0.0,2802.736923333335,77.34,118.226,0.0,65.18866666666666,5561.487350000014,117.108
Manuka Honey Choco,Australia,2025-03-01,2025,3,1,3887.6614199999985,6482.153170000004,5245.6,5205.138196666668,114.952,322.499,144.0,193.817,7956.957640000007,390.058
Manuka Honey Choco,Canada,2025-03-01,2025,3,1,4881.367720000002,5724.988060000011,11423.81,7343.388593333337,84.346,143.157,452.0,226.501,5782.434600000002,118.548
Manuka Honey Choco,India,2025-03-01,2025,3,1,2391.38214,8164.377440000012,0.0,3518.586526666671,65.35,80.764,0.0,48.70466666666666,3051.3855399999998,44.364
Manuka Honey Choco,New Zealand,2025-03-01,2025,3,1,3363.0675199999996,2116.8755000000037,0.0,1826.6476733333345,82.842,53.75,0.0,45.53066666666666,3365.098550000001,95.361
Manuka Honey Choco,UK,2025-03-01,2025,3,1,3428.445119999997,2065.538740000002,3768.3,3087.4279533333333,146.51,103.396,212.0,153.96866666666668,4844.510550000001,119.372
Manuka Honey Choco,USA,2025-03-01,2025,3,1,1058.6546399999997,3150.4146000000014,2415.8900000000003,2208.319746666667,70.4,36.09,209.0,105.16333333333334,7878.60472,150.496
Milk Bars,Australia,2025-03-01,2025,3,1,9497.415099999993,2224.9280200000003,0.0,3907.4477066666645,105.065,57.652,0.0,54.239,8111.015839999979,139.352
Milk Bars,Canada,2025-03-01,2025,3,1,5345.240440000004,5592.212839999997,0.0,3645.8177600000004,310.617,101.49,0.0,137.369,9384.64358,399.594
Milk Bars,India,2025-03-01,2025,3,1,14886.889999999878,0.0,0.0,4962.296666666626,258.5,0.0,0.0,86.16666666666667,26.9348,0.566
Milk Bars,New Zealand,2025-03-01,2025,3,1,6253.916739999994,5649.760419999995,5306.48,5736.71905333333,99.716,348.766,128.0,192.16066666666666,10050.072120000015,253.04
Milk Bars,UK,2025-03-01,2025,3,1,6294.49404,8563.000820000005,334.81,5064.101620000001,255.876,347.435,66.0,223.10366666666667,11830.74022000005,605.01
Milk Bars,USA,2025-03-01,2025,3,1,1941.1863000000014,3120.240879999999,0.0,1687.1423933333335,99.295,95.338,0.0,64.87766666666666,5411.010100000003,191.696
Mint Chip Choco,Australia,2025-03-01,2025,3,1,16514.625829999983,4936.312849999997,7571.51,9674.149559999993,193.712,260.244,26.0,159.98533333333333,4076.1892399999997,95.268
Mint Chip Choco,Canada,2025-03-01,2025,3,1,5576.087570000001,3996.4151200000033,0.0,3190.8342300000018,140.017,158.517,0.0,99.51133333333333,3584.4427400000022,70.546
Mint Chip Choco,India,2025-03-01,2025,3,1,5991.867020000002,6651.456589999998,10270.4,7637.907869999999,68.594,361.253,198.0,209.28233333333333,8410.629799999993,173.76
Mint Chip Choco,New Zealand,2025-03-01,2025,3,1,10312.989160000003,3364.312199999997,12595.71,8757.670453333332,230.061,327.553,439.0,332.2046666666667,7004.016509999991,141.511
Mint Chip Choco,UK,2025-03-01,2025,3,1,3587.6212199999973,6360.757579999996,0.0,3316.1262666666644,145.016,189.642,0.0,111.55266666666667,2887.2992600000007,66.656
Mint Chip Choco,USA,2025-03-01,2025,3,1,6314.331479999997,4573.116520000001,5679.57,5522.339333333332,160.373,19.622,285.0,154.99833333333333,6324.085689999996,114.879
Orange Choco,Australia,2025-03-01,2025,3,1,5581.94524,5150.637420000001,0.0,3577.5275533333333,121.456,72.578,0.0,64.678,12848.771459999964,283.936
Orange Choco,Canada,2025-03-01,2025,3,1,10644.230819999973,5514.799779999997,0.0,5386.343533333323,148.551,293.14,0.0,147.23033333333333,6621.448960000005,178.425
Orange Choco,India,2025-03-01,2025,3,1,3094.101159999996,2933.436540000004,0.0,2009.1792333333333,148.122,67.166,0.0,71.76266666666668,3276.5098200000084,119.559
Orange Choco,New Zealand,2025-03-01,2025,3,1,4996.878839999997,6536.527520000001,2204.17,4579.19212,136.919,61.28,145.0,114.39966666666668,4921.427239999999,131.149
Orange Choco,UK,2025-03-01,2025,3,1,2971.29812,2429.7580600000006,4010.08,3137.0453933333333,58.496,54.276,3.0,38.59066666666667,3929.901560000004,86.854
Orange Choco,USA,2025-03-01,2025,3,1,9478.206599999976,8829.45966000002,0.0,6102.55542,203.92,318.528,0.0,174.14933333333332,4510.438950000018,125.16
Organic Choco Syrup,Australia,2025-03-01,2025,3,1,3515.7407599999997,6838.923539999999,22943.37,11099.344766666667,67.964,292.489,14.0,124.81766666666665,4935.900890000002,152.424
Organic Choco Syrup,Canada,2025-03-01,2025,3,1,3355.260319999999,11795.027960000003,0.0,5050.0960933333345,77.526,291.946,0.0,123.15733333333334,7041.316819999982,168.597
Organic Choco Syrup,India,2025-03-01,2025,3,1,1581.4767999999995,9601.019180000001,0.0,3727.4986599999997,22.802,311.277,0.0,111.35966666666667,9622.845609999953,81.679
Organic Choco Syrup,New Zealand,2025-03-01,2025,3,1,3812.5784599999984,10032.436900000004,0.0,4615.005120000001,94.264,583.484,0.0,225.91600000000003,5661.603980000005,193.825
Organic Choco Syrup,UK,2025-03-01,2025,3,1,3439.53076,4233.622639999999,2303.39,3325.514466666666,147.588,49.62,222.0,139.736,5775.851520000001,153.359
Organic Choco Syrup,USA,2025-03-01,2025,3,1,3048.353279999998,5053.503840000002,2495.71,3532.5223733333332,98.83,52.774,310.0,153.868,6927.128799999998,112.154
Peanut Butter Cubes,Australia,2025-03-01,2025,3,1,9728.73051999999,5624.656719999998,352.51,5235.299079999996,113.736,51.144,196.0,120.29333333333334,10651.976800000013,189.194
Peanut Butter Cubes,Canada,2025-03-01,2025,3,1,5289.6742399999985,3711.8316000000036,3691.6,4231.035280000001,145.77,101.176,154.0,133.64866666666668,9026.73733000002,158.067
Peanut Butter Cubes,India,2025-03-01,2025,3,1,6342.935699999998,13794.012380000044,0.0,6712.316026666681,84.76,385.692,0.0,156.81733333333332,10623.631450000012,147.008
Peanut Butter Cubes,New Zealand,2025-03-01,2025,3,1,9356.873409999995,7150.308060000005,8950.59,8485.923823333333,302.458,296.117,189.0,262.52500000000003,4964.070140000005,290.708
Peanut Butter Cubes,UK,2025-03-01,2025,3,1,9754.91951999999,12091.84396,15468.82,12438.527826666663,204.231,103.4,262.0,189.87699999999998,6475.957839999993,154.528
Peanut Butter Cubes,USA,2025-03-01,2025,3,1,7967.685449999997,6234.093340000005,15722.43,9974.736263333334,174.126,59.07,351.0,194.732,3669.3697399999965,131.628
Raspberry Choco,Australia,2025-03-01,2025,3,1,5841.096559999993,5963.583239999996,7702.92,6502.533266666663,156.466,235.198,246.0,212.55466666666666,6682.5548799999915,166.878
Raspberry Choco,Canada,2025-03-01,2025,3,1,3251.72304,6212.725540000001,4722.39,4728.946193333334,127.242,65.73,258.0,150.324,5709.493680000003,144.787
Raspberry Choco,India,2025-03-01,2025,3,1,3280.833560000005,2442.3875,0.0,1907.7403533333352,74.924,56.68,0.0,43.868,3587.32793000001,57.445
Raspberry Choco,New Zealand,2025-03-01,2025,3,1,6522.16112,3447.3398000000016,1983.3999999999999,3984.3003066666665,211.734,58.042,243.0,170.92533333333336,5882.533799999998,142.504
Raspberry Choco,UK,2025-03-01,2025,3,1,4744.9349366666665,2839.1736000000005,22502.28,10028.796178888888,70.048,142.79,762.0,324.94599999999997,2089.208120000002,91.906
Raspberry Choco,USA,2025-03-01,2025,3,1,1851.3062599999996,6309.5777,0.0,2720.294653333333,40.278,392.858,0.0,144.37866666666667,6018.298889999997,221.38633333333334
Smooth Sliky Salty,Australia,2025-03-01,2025,3,1,4625.0187599999945,24285.294999999936,0.0,9636.77125333331,111.74,833.0,0.0,314.91333333333336,8244.275439999981,126.992
Smooth Sliky Salty,Canada,2025-03-01,2025,3,1,7841.228640000009,13690.464330000003,2901.91,8144.534323333337,367.758,246.284,12.0,208.68066666666664,16173.121069999956,474.52
Smooth Sliky Salty,India,2025-03-01,2025,3,1,8271.92200000001,6350.514220000007,27382.7,14001.712073333338,111.308,53.17,253.0,139.15933333333334,3329.352060000005,102.482
Smooth Sliky Salty,New Zealand,2025-03-01,2025,3,1,1975.0388,10230.19054,0.0,4068.40978,82.696,254.344,0.0,112.34666666666665,10717.109119999996,175.074
Smooth Sliky Salty,UK,2025-03-01,2025,3,1,7436.059330000005,10088.122519999988,1588.49,6370.890616666664,177.546,168.486,111.0,152.344,15613.976959999936,301.758
Smooth Sliky Salty,USA,2025-03-01,2025,3,1,1302.6440000000002,9152.042040000006,0.0,3484.8953466666685,78.672,143.976,0.0,74.216,11569.846359999987,287.35
Spicy Special Slims,Australia,2025-03-01,2025,3,1,10161.141470000015,3518.5547999999976,0.0,4559.898756666671,177.531,246.323,0.0,141.28466666666668,5536.575539999999,253.319
Spicy Special Slims,Canada,2025-03-01,2025,3,1,5263.502200000002,5798.736000000001,15584.04,8882.092733333335,90.148,256.322,463.0,269.8233333333333,8003.6885000000075,98.592
Spicy Special Slims,India,2025-03-01,2025,3,1,10048.932479999992,8419.17858000001,9869.27,9445.793686666668,150.414,165.993,378.0,231.46899999999997,10108.11145999997,142.672
Spicy Special Slims,New Zealand,2025-03-01,2025,3,1,5728.9539100000065,5127.21371,695.32,3850.4958733333356,62.909,364.196,68.0,165.035,6091.551883333329,61.018
Spicy Special Slims,UK,2025-03-01,2025,3,1,7022.286359999998,2754.2413799999995,15595.630000000001,8457.385913333334,289.698,55.034,173.0,172.5773333333333,4964.674440000001,136.297
Spicy Special Slims,USA,2025-03-01,2025,3,1,7872.9662400000025,7140.5888399999985,0.0,5004.518360000001,537.701,106.618,0.0,214.773,3334.247680000002,186.344
White Choc,Australia,2025-03-01,2025,3,1,8646.69701999999,3481.987860000001,15706.26,9278.314959999998,95.19,61.91,191.0,116.03333333333335,6634.349339999998,132.842
White Choc,Canada,2025-03-01,2025,3,1,8019.123679999998,5599.638999999994,8578.4,7399.054226666663,126.192,155.9,15.0,99.03066666666666,6716.949439999996,120.886
White Choc,India,2025-03-01,2025,3,1,7210.5245599999935,6825.870479999997,12998.67,9011.688346666664,69.594,187.998,317.0,191.53066666666666,8124.848599999991,122.632
White Choc,New Zealand,2025-03-01,2025,3,1,6097.138759999995,8935.106639999993,11572.5,8868.248466666662,101.796,68.038,51.0,73.61133333333333,7470.5160600000045,138.284
White Choc,UK,2025-03-01,2025,3,1,5657.734300000005,6825.053039999979,8338.51,6940.432446666661,117.246,272.677,270.0,219.97433333333333,5925.929520000003,100.544
White Choc,USA,2025-03-01,2025,3,1,4578.170300000004,6313.667879999998,21636.52,10842.78606,134.052,56.566,145.0,111.87266666666666,9319.31467999999,139.642
50% Dark Bites,Australia,2025-04-01,2025,4,2,3449.208579999998,3329.303159999994,4439.4240799999925,3739.3119399999946,136.43,127.204,541.866,268.5,8102.865399999996,153.608
50% Dark Bites,Canada,2025-04-01,2025,4,2,8457.075500000003,6845.913580000005,5801.48979,7034.826290000002,163.034,185.32,95.202,147.852,8145.258660000004,169.168
50% Dark Bites,India,2025-04-01,2025,4,2,7645.824130000003,7918.0386999999955,5968.556500000003,7177.473110000002,161.342,137.95,73.575,124.28899999999999,9727.048760000001,216.078
50% Dark Bites,New Zealand,2025-04-01,2025,4,2,3533.9769199999887,2620.8683300000002,6227.024039999991,4127.289763333326,141.401,45.533,108.968,98.63400000000001,5407.399480000005,122.808
50% Dark Bites,UK,2025-04-01,2025,4,2,7345.166090000004,9610.739990000005,7863.494450000001,8273.133510000005,167.25,197.536,360.45,241.74533333333332,9461.226120000005,225.948
50% Dark Bites,USA,2025-04-01,2025,4,2,6971.714740000011,11358.267780000015,7925.774520000005,8751.919013333343,221.658,259.723,154.477,211.9526666666667,20621.488939999985,288.592
70% Dark Bites,Australia,2025-04-01,2025,4,2,4839.166199999988,9307.295419999982,7639.500159999982,7261.987259999984,244.482,297.545,250.508,264.17833333333334,7004.91154,434.87
70% Dark Bites,Canada,2025-04-01,2025,4,2,6437.856779999993,3083.953469999996,3731.0794400000023,4417.629896666664,192.408,169.916,206.6,189.64133333333334,4843.472680000004,143.599
70% Dark Bites,India,2025-04-01,2025,4,2,3601.1155000000026,4423.457579999999,4130.855779999999,4051.80962,68.908,68.71,265.18,134.266,3973.1529,213.118
70% Dark Bites,New Zealand,2025-04-01,2025,4,2,3899.3479699999975,6374.516199999989,3877.8605399999965,4717.241569999994,117.372,271.958,24.252,137.86066666666667,3643.361519999999,145.109
70% Dark Bites,UK,2025-04-01,2025,4,2,6286.043719999986,5040.579719999983,2715.88286,4680.835433333323,358.338,251.01,62.944,224.09733333333335,5499.730939999997,255.856
70% Dark Bites,USA,2025-04-01,2025,4,2,2273.820980000007,2836.27811,5902.579460000027,3670.892850000011,100.168,29.618,191.474,107.08666666666666,2451.5125199999934,61.96
85% Dark Bars,Australia,2025-04-01,2025,4,2,5116.309290000005,6356.938640000001,5770.507980000005,5747.91863666667,118.103,173.859,49.946,113.96933333333334,5079.092179999998,192.852
85% Dark Bars,Canada,2025-04-01,2025,4,2,5811.357909999999,9497.246689999996,2805.243760000002,6037.949453333332,128.596,234.152,14.814,125.854,5190.50497666667,246.52133333333333
85% Dark Bars,India,2025-04-01,2025,4,2,7743.517739999992,9580.233939999996,9577.396799999997,8967.049493333328,106.108,97.164,253.501,152.25766666666667,8975.283639999994,218.9906666666667
85% Dark Bars,New Zealand,2025-04-01,2025,4,2,3975.9655999999995,2879.5669700000003,6134.561559999998,4330.031376666666,105.729,225.48,90.978,140.72899999999998,6934.847239999997,254.668
85% Dark Bars,UK,2025-04-01,2025,4,2,3356.686000000004,3682.464159999999,3199.939220000001,3413.0297933333345,78.816,64.428,52.336,65.19333333333333,5174.909740000002,214.674
85% Dark Bars,USA,2025-04-01,2025,4,2,1739.7473200000004,3830.4516799999983,3237.803019999999,2936.0006733333325,112.666,120.84,41.73,91.74533333333333,7574.347473333342,243.84999999999985
99% Dark & Pure,Australia,2025-04-01,2025,4,2,2619.4733800000013,4880.833150000005,8895.569430000003,5465.291986666671,84.408,76.682,334.378,165.156,5740.554299999997,125.518
99% Dark & Pure,Canada,2025-04-01,2025,4,2,4820.016330000004,4893.666059999999,5714.9671000000035,5142.883163333335,118.737,157.476,59.304,111.839,5603.82718,133.906
99% Dark & Pure,India,2025-04-01,2025,4,2,4740.482549999999,4597.4086199999965,3956.69056,4431.527243333332,102.106,150.406,31.976,94.82933333333334,4528.934490000002,138.256
99% Dark & Pure,New Zealand,2025-04-01,2025,4,2,7070.750060000009,6738.110340000002,4610.7833,6139.881233333337,198.844,138.408,47.156,128.136,4965.129879999999,220.118
99% Dark & Pure,UK,2025-04-01,2025,4,2,6110.803540000003,9396.754180000004,7497.717899999998,7668.425206666667,111.208,112.336,556.101,259.88166666666666,4706.136999999998,108.474
99% Dark & Pure,USA,2025-04-01,2025,4,2,3772.5839699999988,1739.5502800000013,3162.9495400000033,2891.694596666668,110.122,95.429,160.135,121.89533333333333,3542.3718499999986,86.278
After Nines,Australia,2025-04-01,2025,4,2,8165.154169999982,5093.0978599999935,5930.852219999995,6396.368083333323,214.12,135.4,73.858,141.126,5797.296639999995,133.346
After Nines,Canada,2025-04-01,2025,4,2,5090.058270000001,4782.054079999999,9313.51718000001,6395.209843333337,87.174,65.17,513.596,221.98,7557.514280000006,104.692
After Nines,India,2025-04-01,2025,4,2,7641.416099999992,8569.217980000001,3863.990919999997,6691.541666666663,142.592,79.22,360.262,194.02466666666666,8771.86781999999,167.33
After Nines,New Zealand,2025-04-01,2025,4,2,5829.917939999998,5502.219379999999,7700.566940000002,6344.234753333333,123.272,82.588,162.207,122.68900000000001,11737.807579999988,175.61
After Nines,UK,2025-04-01,2025,4,2,3134.9398800000026,4072.199359999999,7383.909579999992,4863.682939999998,126.772,88.852,170.796,128.80666666666667,7705.442230000007,141.27533333333335
After Nines,USA,2025-04-01,2025,4,2,7977.117460000001,8898.310379999999,6490.935130000005,7788.787656666668,208.836,102.172,228.844,179.95066666666665,8557.201599999999,164.984
Almond Choco,Australia,2025-04-01,2025,4,2,6206.367099999997,7612.726259999986,5449.161709999994,6422.751689999993,136.768,215.7,332.746,228.40466666666666,6070.493040000006,171.512
Almond Choco,Canada,2025-04-01,2025,4,2,5789.244500000002,4914.826299999996,6429.039460000011,5711.0367533333365,129.08,113.21,42.49,94.92666666666666,5397.888920000005,109.946
Almond Choco,India,2025-04-01,2025,4,2,7279.82663999999,6854.930919999994,6269.760929999992,6801.506163333325,129.732,123.6,167.655,140.32899999999998,7956.087179999997,145.438
Almond Choco,New Zealand,2025-04-01,2025,4,2,12797.156200000145,0.0,12283.35500000013,8360.170400000092,220.712,0.0,262.0,160.904,7110.134540000026,168.164
Almond Choco,UK,2025-04-01,2025,4,2,3757.9158666666667,3026.0581400000015,2599.9620200000018,3127.9786755555565,66.212,89.856,64.388,73.48533333333334,6327.767106666671,151.69266666666667
Almond Choco,USA,2025-04-01,2025,4,2,3652.982050000002,6313.583050000023,8673.392199999998,6213.319100000008,74.978,229.813,458.665,254.48533333333333,5115.5619000000015,114.222
Baker's Choco Chips,Australia,2025-04-01,2025,4,2,6160.481110000004,5579.34204,10581.928990000002,7440.58404666667,103.57,85.39,620.611,269.85699999999997,6628.408160000004,123.24466666666667
Baker's Choco Chips,Canada,2025-04-01,2025,4,2,8279.026399999968,11631.29701999993,16638.259999999835,12182.861139999912,388.296,166.78,137.5,230.85866666666666,31.53308,0.0
Baker's Choco Chips,India,2025-04-01,2025,4,2,3452.848399999996,6922.559340000001,3502.45872,4625.955486666666,155.587,142.38,48.492,115.48633333333332,7036.327019999993,141.10066666666665
Baker's Choco Chips,New Zealand,2025-04-01,2025,4,2,7087.2599800000025,5479.027679999994,5220.673939999998,5928.987199999999,77.759,146.066,41.588,88.471,11703.236600000002,218.128
Baker's Choco Chips,UK,2025-04-01,2025,4,2,4109.891240000006,5762.68047999999,3750.409799999973,4540.99383999999,281.95,362.656,298.363,314.32300000000004,15764.663319999932,447.784
Baker's Choco Chips,USA,2025-04-01,2025,4,2,952.6305599999997,1613.6579599999998,2895.1925799999963,1820.4936999999984,59.966,85.126,61.985,69.02566666666667,6981.313900000005,88.12866666666666
Caramel Stuffed Bars,Australia,2025-04-01,2025,4,2,6077.473289999986,4038.0171399999986,7082.855079999982,5732.781836666655,139.672,131.907,149.64,140.40633333333335,4294.623020000002,75.394
Caramel Stuffed Bars,Canada,2025-04-01,2025,4,2,5460.680979999996,5103.717260000001,3560.490689999998,4708.296309999999,271.27,371.862,231.298,291.4766666666667,4583.165330000006,129.752
Caramel Stuffed Bars,India,2025-04-01,2025,4,2,4656.600059999982,3185.063389999992,5885.701509999999,4575.7883199999915,183.545,131.076,327.873,214.16466666666665,2058.50786,75.124
Caramel Stuffed Bars,New Zealand,2025-04-01,2025,4,2,2659.8024499999983,6111.280210000014,3866.290850000003,4212.457836666672,77.405,133.332,443.716,218.15099999999998,3718.923520000001,58.164
Caramel Stuffed Bars,UK,2025-04-01,2025,4,2,2919.60948,6145.031120000004,3760.454040000003,4275.031546666669,108.162,227.82,45.572,127.18466666666666,9113.428740000016,300.114
Caramel Stuffed Bars,USA,2025-04-01,2025,4,2,4910.655779999996,3423.3172400000026,6929.152959999991,5087.708659999997,209.978,96.444,70.92,125.78066666666666,5921.280880000014,81.772
Choco Coated Almonds,Australia,2025-04-01,2025,4,2,9959.704819999972,3156.356120000001,2809.7391800000005,5308.600039999991,124.472,30.762,22.474,59.236,4733.369159999998,267.412
Choco Coated Almonds,Canada,2025-04-01,2025,4,2,5203.070180000012,5262.874180000001,2638.44546,4368.129940000004,317.826,416.926,271.99,335.5806666666667,9420.166373333333,626.6593333333334
Choco Coated Almonds,India,2025-04-01,2025,4,2,6580.4556600000005,4434.1125400000055,1283.2439000000004,4099.270700000002,137.749,367.128,6.078,170.3183333333333,6400.949090000004,161.91766666666666
Choco Coated Almonds,New Zealand,2025-04-01,2025,4,2,4137.42136,3970.0621,2717.2053200000023,3608.229593333334,35.655,24.581333333333333,246.796,102.3441111111111,4883.205580000001,44.902
Choco Coated Almonds,UK,2025-04-01,2025,4,2,7725.666290000002,4605.111840000003,6984.642460000005,6438.473530000003,115.191,51.166,61.714,76.02366666666667,5842.385460000003,150.353
Choco Coated Almonds,USA,2025-04-01,2025,4,2,5878.310810000004,1646.904850000001,4725.425469999994,4083.5470433333326,81.876,36.098666666666674,80.316,66.0968888888889,3764.064430000003,51.826
Drinking Coco,Australia,2025-04-01,2025,4,2,8535.808319999996,5615.970760000004,5978.14179,6709.973623333334,248.967,118.264,202.816,190.01566666666668,4615.234739999998,185.098
Drinking Coco,Canada,2025-04-01,2025,4,2,9084.522739999991,5952.626920000006,3384.660249999998,6140.603303333332,182.51,158.342,53.889,131.58033333333333,5611.2077199999985,189.526
Drinking Coco,India,2025-04-01,2025,4,2,6296.980880000005,4541.434699999995,5399.520860000003,5412.645480000001,132.34,91.614,137.848,120.60066666666667,3869.6035400000014,127.688
Drinking Coco,New Zealand,2025-04-01,2025,4,2,13698.787850000068,8254.69347999994,5678.176340000016,9210.552556666675,121.789,106.66,567.505,265.318,1454.5863399999996,38.084
Drinking Coco,UK,2025-04-01,2025,4,2,5813.939139999991,7601.99034999999,4098.8075599999975,5838.245683333326,214.046,286.388,260.904,253.7793333333333,5885.676199999996,179.316
Drinking Coco,USA,2025-04-01,2025,4,2,7324.989560000019,6796.832320000004,5415.5442800000055,6512.4553866666765,117.8,150.096,62.226,110.04066666666667,2604.9626600000006,75.812
Eclairs,Australia,2025-04-01,2025,4,2,7163.783470000002,5670.791459999995,4100.884519999999,5645.153149999998,325.116,181.56,64.5,190.39199999999997,6783.88553999999,214.582
Eclairs,Canada,2025-04-01,2025,4,2,6764.751159999992,1245.7154399999997,8224.464339999986,5411.643646666659,152.412,39.9,580.842,257.718,4650.189599999994,303.202
Eclairs,India,2025-04-01,2025,4,2,7338.425990000003,6298.089720000003,5146.311539999997,6260.942416666668,166.698,141.996,134.334,147.67600000000002,9951.775400000002,197.812
Eclairs,New Zealand,2025-04-01,2025,4,2,11994.523050000029,7041.877660000014,10510.778220000011,9849.05964333335,171.712,65.897,114.944,117.51766666666667,5175.206990000001,119.678
Eclairs,UK,2025-04-01,2025,4,2,7176.007070000003,3048.907349999999,5497.789390000005,5240.901270000003,171.838,169.648,219.028,186.838,9476.409350000002,267.198
Eclairs,USA,2025-04-01,2025,4,2,7806.03499000001,7251.8452400000115,7070.990540000012,7376.290256666678,158.476,114.164,60.32,110.98666666666668,6624.266279999998,129.66
Fruit & Nut Bars,Australia,2025-04-01,2025,4,2,6636.425660000003,9762.755720000001,2142.7710400000014,6180.650806666668,116.935,147.401,123.592,129.30933333333334,4576.4165,201.52
Fruit & Nut Bars,Canada,2025-04-01,2025,4,2,6748.746400000007,6473.010099999999,5242.839259999999,6154.865253333334,148.236,137.084,142.914,142.74466666666666,5952.909020000001,192.092
Fruit & Nut Bars,India,2025-04-01,2025,4,2,3416.4925799999987,2794.8143800000016,2421.659820000003,2877.6555933333343,61.969,65.04,263.845,130.28466666666668,4987.835280000005,153.904
Fruit & Nut Bars,New Zealand,2025-04-01,2025,4,2,5217.656620000001,4771.703670000003,4704.227420000004,4897.862570000002,107.189,99.725,114.826,107.24666666666667,7456.188940000016,170.36
Fruit & Nut Bars,UK,2025-04-01,2025,4,2,3386.0431200000003,4775.973889999982,1533.8156700000009,3231.944226666661,81.655,63.593,105.788,83.67866666666667,5694.200060000006,227.04866666666666
Fruit & Nut Bars,USA,2025-04-01,2025,4,2,5561.487350000014,4219.429720000001,4188.781050000005,4656.566040000006,117.108,77.34,118.226,104.22466666666666,3821.049800000001,151.486
Manuka Honey Choco,Australia,2025-04-01,2025,4,2,7956.957640000007,3887.6614199999985,6482.153170000004,6108.92407666667,390.058,114.952,322.499,275.83633333333336,7702.370339999993,142.564
Manuka Honey Choco,Canada,2025-04-01,2025,4,2,5782.434600000002,4881.367720000002,5724.988060000011,5462.930126666671,118.548,84.346,143.157,115.35033333333335,9716.848659999994,221.48
Manuka Honey Choco,India,2025-04-01,2025,4,2,3051.3855399999998,2391.38214,8164.377440000012,4535.715040000004,44.364,65.35,80.764,63.49266666666666,5283.6698199999955,131.33
Manuka Honey Choco,New Zealand,2025-04-01,2025,4,2,3365.098550000001,3363.0675199999996,2116.8755000000037,2948.347190000002,95.361,82.842,53.75,77.31766666666665,6638.442969999993,132.832
Manuka Honey Choco,UK,2025-04-01,2025,4,2,4844.510550000001,3428.445119999997,2065.538740000002,3446.164803333333,119.372,146.51,103.396,123.09266666666667,7044.304140000004,190.51866666666666
Manuka Honey Choco,USA,2025-04-01,2025,4,2,7878.60472,1058.6546399999997,3150.4146000000014,4029.224653333333,150.496,70.4,36.09,85.66199999999999,5809.51312666667,101.378
Milk Bars,Australia,2025-04-01,2025,4,2,8111.015839999979,9497.415099999993,2224.9280200000003,6611.119653333324,139.352,105.065,57.652,100.68966666666665,4544.228339999998,185.12
Milk Bars,Canada,2025-04-01,2025,4,2,9384.64358,5345.240440000004,5592.212839999997,6774.0322866666675,399.594,310.617,101.49,270.567,6543.14722,148.81
Milk Bars,India,2025-04-01,2025,4,2,26.9348,14886.889999999878,0.0,4971.274933333293,0.566,258.5,0.0,86.35533333333332,8448.212500000009,736.656
Milk Bars,New Zealand,2025-04-01,2025,4,2,10050.072120000015,6253.916739999994,5649.760419999995,7317.916426666668,253.04,99.716,348.766,233.8406666666667,3778.3061999999986,111.302
Milk Bars,UK,2025-04-01,2025,4,2,11830.74022000005,6294.49404,8563.000820000005,8896.07836000002,605.01,255.876,347.435,402.77366666666666,4413.373280000001,145.582
Milk Bars,USA,2025-04-01,2025,4,2,5411.010100000003,1941.1863000000014,3120.240879999999,3490.8124266666678,191.696,99.295,95.338,128.77633333333333,7322.671020000006,124.704
Mint Chip Choco,Australia,2025-04-01,2025,4,2,4076.1892399999997,16514.625829999983,4936.312849999997,8509.042639999992,95.268,193.712,260.244,183.07466666666667,4218.327570000001,132.222
Mint Chip Choco,Canada,2025-04-01,2025,4,2,3584.4427400000022,5576.087570000001,3996.4151200000033,4385.648476666669,70.546,140.017,158.517,123.02666666666666,4946.396360000006,249.062
Mint Chip Choco,India,2025-04-01,2025,4,2,8410.629799999993,5991.867020000002,6651.456589999998,7017.9844699999985,173.76,68.594,361.253,201.2023333333333,5382.380429999999,152.982
Mint Chip Choco,New Zealand,2025-04-01,2025,4,2,7004.016509999991,10312.989160000003,3364.312199999997,6893.772623333331,141.511,230.061,327.553,233.04166666666666,4962.117859999999,205.389
Mint Chip Choco,UK,2025-04-01,2025,4,2,2887.2992600000007,3587.6212199999973,6360.757579999996,4278.559353333331,66.656,145.016,189.642,133.77133333333333,4490.816959999996,188.386
Mint Chip Choco,USA,2025-04-01,2025,4,2,6324.085689999996,6314.331479999997,4573.116520000001,5737.177896666665,114.879,160.373,19.622,98.29133333333334,3183.8855600000006,112.194
Orange Choco,Australia,2025-04-01,2025,4,2,12848.771459999964,5581.94524,5150.637420000001,7860.4513733333215,283.936,121.456,72.578,159.32333333333332,6898.459770000001,249.888
Orange Choco,Canada,2025-04-01,2025,4,2,6621.448960000005,10644.230819999973,5514.799779999997,7593.493186666658,178.425,148.551,293.14,206.70533333333333,7739.879260000007,215.498
